review,rating
very bad,1
Good,5
ola is bed aps only recharge not 🚫 good Ret lo par km auto 6 rs km,1
very nice app thanks,5
super cab aap,5
"very bad app for drivers,",1
very low fare and deduction commission high,1
bad waste app,1
👍 👍,5
worst app in accepting orders,1
hi is number one froud in cab business 😡🫵👊,1
very bad not good app for driver,1
login issues,1
bahut badhiya app hai,5
40+ kms in 500 rupees🤌 welcome to sucking blood of the grassroot people who are running the country!,1
not ride available not order in this app,1
very bet,1
"Register option gone wrong ,after login and sending details app not working and telling already registered",1
right to accept karne mein behad hi ghatiya,1
my id is active but I m not receiving order nobody is giving reply what should I do,5
please add drop location details before accepted the order s......,1
"Very buggy app, Not starting and working",1
ok,5
very bad app fair very bad,1
ओला पटना में बहुत खराब चल रहा है इसका एप्स सही से काम नहीं कर रहा है इसको ठीक करिए उबर अच्छा से कम कर रहा है वह खूब काम कर रहा है,1
good work,5
plz unable to add my 🚗,2
this company customer care service driver and sleep company don't join this company,1
very nice 👍👍👍 ola is very nice thanks ola partner,5
best application,5
5 yars,5
nice 👍 amount ❤️ satisfaction,4
The update of this app is very bad. This app has many technical errors.,1
negative balance 282 hai phir bhi aap log on duty jaane dete nahi ho toys platform per gadi chalai kya matlab,1
I went to get the whole package yesterday. I reached the drop location but the customer did not get the OTP. I talked to him and got his number. It has been 4 days now my app show plz delivory parsal costomer care not supported me,1
very bad service centre,1
worst ui,1
bad aapp not use,1
very nice 👍,5
waist of time,1
calls not updated,1
super,5
lost 1 month I am not received order,1
Very Slow Booking Allow me. White strip,1
very excellent,5
"bad experience my account suspended & not a single support by ola,koi b sunwai ni h bekar system kab se mail kar rha hu koi b solution ni h chor app h",1
bhut bakwas,5
very bad not good app not wrking,1
very bad not good app for driver,1
Kisi samasya ke liye Koi grahak pratinidhi ka khol to Lage,2
very bad service,1
very poor app,1
they don't give long bike ride booking.no income in this app.,1
if we travel extra km fare is showing the same this is too bad to ola.better to rides in rapido and uber if travel extra km the fare will update as per km.,1
Just right long,5
"showing wrong data in earning history while choosing day. earnings are not shown correctly, not able to fetch correct data. earnings showing 0 sometimes correct. irregular function.",1
ಸೂಪರ್,5
tq ola ♥️,5
kancheepuram kancheepuram auto open book Sir 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5
bad application,1
good,5
very good application easy to earings money,5
trip accept nahi hoti bakwas kar diya app ko,1
good,5
Jagadish,5
very nice app earning app,5
"waste App, App has a serious issue with accepting orders. When an order is assigned, it only appears for 1-2 seconds, and by the time I try to accept it, the app loads and the order disappears on its own without being accepted. Additionally, there are times when I'm unable to accept orders at all, which is frustrating and affects my earnings. Please look into this and fix these bugs as soon as possible to improve the experience for drivers",1
nice,5
ola is a total scam it's pushed you to buy his pass for bike service the adds show like zero commission zero booking accepting time I mean 6sec to zero high booking and high fare bookings etc but the main game is to force you to buy the pass after buying there pass nothing will change also I'm getting lesser rider also no proper call support for rider it's a total scam for bike taxi driver I'll suggest you to not to buy there pass especially if you working in bike taxi,1
not working properly,1
othas,1
login hi nhi ho rha hai,1
yah company chor Hai driver ka Paisa chori karti hai iska Malik bhi chor hai iska Google iska Google ka network bhi galat chalta hai pickup aur drop per kilometre ki bhi chori karta hai,1
good apps,5
lovely patnar,5
"for Car user I told you this is fake app. don't trust subscription plan. after subscription they not provide priority bookings, also very cheap ride offer, like you are run like a auto. now days ride request come like filter jet speed. 0.1 milliseconds you have for touching accept button.",1
chor company hai ola,1
Good 👍,5
very Bad app,1
👎👎👎👎👎👎,1
good service,5
very good,5
ola payment issue and accepting issue,1
wrost app... uninstall all,1
im facing server issue,1
good,5
25रु प्रति किमी.देत नाही RTA ने जाहिर केलेले दर,1
app is very good,5
पास लेकर भी ड्युटी नही आती और पास लेने के लिए उत्साहित किया जाता है धोकेबाज कंपनी है,1
nice,5
better no problem,5
Very bad customer service. they don't have any number for help. they always ask you for in app assistance. which is worst. don't use it.,1
chor company,1
good,5
fraud company poor application very very poor customer services.,1
"Everything was going well, then one day they just put a negative balance on my account, even though I had not done anything wrong. Don't even talk about customer care support, it is so bad.",1
my auto chenge my new profile,5
✈️,5
very bad aap,1
Good job,5
very bad and not satisfay because....,1
good 👍👍👍👍👍👍,5
I am not recommended for driver and passenger please not use passenger and driver ola aap is veri veri bed,1
new update very bad 😞,1
Better try Rapido or Uber... Thank you,1
you are give accepted only local bookings but not accepted long bookings why? this is too much you are give the bookings only freshers not me why? this is cheating Give me long bookings every day,1
Ola should consider post payment plans where you pay the subscription after you get the trip. Having to pay upfront is not good for me. that is why I use Uber more than ola because of this. Please take fee after I accept the trip.,1
we are facing call issue with costumes,1
sokalo airport ahile bohut trip pai moi ahile 5 gonta tu 8 lage mok jate advance trip die jen,5
"worest ever app I have seen... Terrible experience, app stopped not even working for 1min.. I submitted my application and it was showing more than 48 hours to review...I suggest please don't install this kinds of apps for captain rides, u can even go for #Rapido and #Uber driving apps 200% better than this one👈🏻",1
nice ap bahat acha hay,5
Very slow and low hai network issue rahte hai.,5
ola food& Grocery order not getting back to back,1
6 manth,5
any time server down. fully faltu application.,1
no money,1
xlent App,5
nice,5
no order,1
worst app verification process is very slow and if u try customer support then app show no internet,1
bad ahe,1
super,5
super,5
no working,5
good 💯,5
bekar hai bhai,1
low fare,1
bekar,1
gaf,5
very good job,5
good,5
good onlain.ishu help mi ples,5
bay gat,1
no more good rides. no more big fright. please give me good rides.,5
supar,4
very bad aap for driver,1
super,5
this app good,5
no customer support,1
I have given the best car and super ride to all my customers till now,5
good,5
good👍👍👍👍👍,5
bad earning,1
fraud ❌❌❌❌❌ app hai ye driver logo ka paisa khata hai bina bajah account minus karta hai mat use bhaiyon.,1
👍,5
fraud cheating app👎,1
very bad not drive for aap,1
darvar ke sath dokha,1
bad,2
not customer care support was there...very slow service by aap ... every time they ka telling to verify document and for Documents verification they are taking 15-20 days till that time you can go online for driving in ola,1
